公司名称,公司代码,股东名称,持股比例
永新股份,002014,黄山永佳投资有限公司,31.28%
永新股份,002014,奥瑞金科技股份有限公司,22.20%
永新股份,002014,MEGA POWDER COATINGS LTD 美佳粉末涂料有限公司,3.91%
永新股份,002014,永邦中国投资有限公司,3.39%
永新股份,002014,大永真空科技股份有限公司,1.76%
永新股份,002014,北京奥瑞金包装容器有限公司,1.66%
永新股份,002014,黄山永新股份有限公司-第一期员工持股计划,1.41%
永新股份,002014,香港金融管理局-自有资金,1.04%
永新股份,002014,首域投资管理(英国)有限公司-首域中国A股基金,1.04%
永新股份,002014,东方证券股份有限公司-中庚价值先锋股票型证券投资基金,0.81%
奥瑞金,002701,上海原龙投资控股(集团)有限公司,32.67%
奥瑞金,002701,珠海润格长青股权投资基金合伙企业(有限合伙),4.55%
奥瑞金,002701,香港中央结算有限公司,2.54%
奥瑞金,002701,北京华彬庄园绿色休闲健身俱乐部有限公司,2.42%
奥瑞金,002701,汇添富基金-中国人寿保险股份有限公司-分红险-汇添富基金国寿股份成长股票型组合单一资产管理计划(可供出售),2.24%
奥瑞金,002701,厦门瑞合盛圆股权投资合伙企业(有限合伙),1.83%
奥瑞金,002701,中信证券股份有限公司,0.81%
奥瑞金,002701,招商证券股份有限公司,0.81%
奥瑞金,002701,北京二十一兄弟商贸有限公司,0.68%
奥瑞金,002701,君信和(珠海横琴)私募基金管理有限公司-君信和乐飞二号私募证券投资基金,0.60%
新巨丰,301296,北京京巨丰能源控制设备有限公司,22.56%
新巨丰,301296,BLACK RIVER FOOD 2PTE.LTD,12.53%
新巨丰,301296,青岛海丝创新股权投资基金企业(有限合伙),10.41%
新巨丰,301296,北京厚生投资管理中心(有限合伙)-苏州厚齐股权投资中心(有限合伙),8.72%
新巨丰,301296,西藏诚融信创业投资管理合伙企业(有限合伙),7.65%
新巨丰,301296,内蒙古伊利实业集团股份有限公司,4.08%
新巨丰,301296,杭州永创智能设备股份有限公司,3.30%
新巨丰,301296,深圳市领信基石股权投资基金管理合伙企业(有限合伙)-深圳市领誉基石股权投资合伙企业(有限合伙),2.76%
新巨丰,301296,富城国际投资有限公司,2.70%
新巨丰,301296,青岛清晨资本管理有限公司-青岛宏基鼎泰股权投资基金合伙企业(有限合伙),1.85%
环球印务,002799,陕西医药控股集团有限责任公司,36.42%
环球印务,002799,香港原石国际有限公司,11.98%
环球印务,002799,吕强,1.42%
环球印务,002799,财通基金-华泰证券股份有限公司-财通基金君享永熙单一资产管理计划,1.36%
环球印务,002799,诺德基金-华泰证券股份有限公司-诺德基金浦江120号单一资产管理计划,1.16%
环球印务,002799,邓志坚,1.10%
环球印务,002799,中国国际金融股份有限公司,1.06%
环球印务,002799,上海厚葳私募基金管理合伙企业(有限合伙)-厚葳远望价值1号私募证券投资基金,0.85%
环球印务,002799,上海厚葳私募基金管理合伙企业(有限合伙)-厚葳業鸿私募证券投资基金,0.85%
环球印务,002799,"JPMORGAN CHASE BANK,NATIONAL ASSOCIATION",0.75%
ST金时,002951,彩时集团有限公司,65.84%
ST金时,002951,深圳前海彩时投资管理有限公司,16.46%
ST金时,002951,成都金时众志股权投资基金管理中心(有限合伙),0.29%
ST金时,002951,李乐燕,0.21%
ST金时,002951,中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划,0.15%
ST金时,002951,张宝林,0.14%
ST金时,002951,陈玲丽,0.14%
ST金时,002951,中信信托有限责任公司-中信信托鑫涌成泉金融投资集合资金信托计划,0.13%
ST金时,002951,"高华-汇丰-GOLDMAN,SACHS&CO.LLC",0.13%
ST金时,002951,中国国际金融股份有限公司,0.12%
上海艾录,301062,陈安康,33.64%
宝钢包装,601968,宝钢金属有限公司,34.86%
宝钢包装,601968,中国宝武钢铁集团有限公司,16.46%
宝钢包装,601968,华宝投资有限公司,8.34%
宝钢包装,601968,长峡金石(武汉)股权投资基金合伙企业(有限合伙),6.52%
嘉美包装,002969,中国食品包装有限公司,44.45%
嘉美包装,002969,富新投资有限公司,12.65%
王子新材,002735,王进军,36.12%
王子新材,002735,王武军,6.11%
王子新材,002735,方士雄,4.36%
王子新材,002735,王孝军,3.79%
王子新材,002735,李玢,3.01%
王子新材,002735,梁建宏,2.20%
王子新材,002735,张文军,2.15%
王子新材,002735,王娟,1.06%
王子新材,002735,中信证券股份有限公司,0.78%
王子新材,002735,罗寒羽,0.67%
陕西金叶,000812,万裕文化产业有限公司,13.91%
陕西金叶,000812,陕西烟草投资管理有限公司,4.71%
陕西金叶,000812,重庆金嘉兴实业有限公司,4.08%
陕西金叶,000812,陕西中烟投资管理有限公司,3.04%
陕西金叶,000812,高盛国际-自有资金,0.58%
陕西金叶,000812,张华美,0.56%
陕西金叶,000812,湖北中烟工业有限责任公司,0.46%
陕西金叶,000812,肖轩,0.43%
陕西金叶,000812,陈启来,0.28%
陕西金叶,000812,中国银行股份有限公司-博时中证全球中国教育主题交易型开放式指数证券投资基金(QDII),0.21%
顺灏股份,002565,顺灏投资集团有限公司,20.10%
顺灏股份,002565,王丹,8.49%
顺灏股份,002565,北京国星物业管理有限责任公司,1.33%
顺灏股份,002565,广东国懋私募证券投资基金管理有限责任公司-国懋一号私募证券投资基金,0.59%
顺灏股份,002565,郭翥,0.54%
顺灏股份,002565,官军,0.48%
顺灏股份,002565,高原,0.47%
顺灏股份,002565,"高华-汇丰-GOLDMAN,SACHS & CO.LLC",0.42%
顺灏股份,002565,姚晓丽,0.34%
顺灏股份,002565,陈方方,0.31%
新通联,603022,曹文洁,43.09%
新通联,603022,芜湖远澈毕方投资中心(有限合伙),10.45%
新通联,603022,MORGAN STANLEY & CO. INTERNATIONAL PLC.,1.92%
新通联,603022,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健一期私募证券投资基金,1.51%
新通联,603022,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健三期私募证券投资基金,1.30%
新通联,603022,知行利他私募基金管理(北京)有限公司-知行利他荣友激进一期私募证券投资基金,1.18%
新通联,603022,邹英姿,1.16%
新通联,603022,吕东蔚,1.13%
新通联,603022,刘小站,1.03%
新通联,603022,君证资产管理(上海)有限公司-君证乐融6号私募证券投资基金,0.98%
天元股份,003003,周孝伟,33.04%
天元股份,003003,罗素玲,7.08%
天元股份,003003,罗耀东,4.27%
天元股份,003003,东莞市天祺股权投资有限公司,2.82%
天元股份,003003,东莞中科中广创业投资有限公司,1.75%
天元股份,003003,湛江中广创业投资有限公司,1.64%
天元股份,003003,邓朝晖,1.13%
天元股份,003003,许建文,0.76%
天元股份,003003,周信钢,0.71%
天元股份,003003,李欣,0.68%
英联股份,002846,翁伟武,29.04%
英联股份,002846,翁伟炜,11.99%
英联股份,002846,翁伟嘉,8.78%
英联股份,002846,翁伟博,7.09%
英联股份,002846,蔡沛侬,6.60%
英联股份,002846,柯丽婉,2.03%
英联股份,002846,蔡希擎,1.00%
英联股份,002846,中国农业银行股份有限公司-华泰柏瑞远见智选混合型证券投资基金,0.53%
英联股份,002846,中国建设银行股份有限公司-华泰柏瑞积极优选股票型证券投资基金,0.44%
英联股份,002846,邱乐,0.41%
海光信息,688041,曙光信息产业股份有限公司,27.96%
海光信息,688041,天津海富天鼎科技合伙企业(有限合伙),10.81%
海光信息,688041,成都产业投资集团有限公司,7.21%
海光信息,688041,成都蓝海轻舟企业管理合伙企业(有限合伙),6.09%
海光信息,688041,成都高新投资集团有限公司,5.92%
海光信息,688041,宁波大乘股权投资合伙企业(有限合伙),4.30%
海光信息,688041,成都高新集萃科技有限公司,3.87%
海光信息,688041,中国科学院控股有限公司,2.65%
海光信息,688041,上海混沌投资(集团)有限公司,1.92%
海光信息,688041,北京中科图灵基金管理有限公司-共青城中科图灵投资合伙企业(有限合伙),1.53%
伟测科技,688372,上海蕊测半导体科技有限公司,31.00%
伟测科技,688372,深圳南海成长同赢股权投资基金(有限合伙),6.11%
伟测科技,688372,江苏疌泉元禾璞华股权投资合伙企业(有限合伙),6.08%
伟测科技,688372,苏民无锡智能制造产业投资发展合伙企业(有限合伙),5.37%
伟测科技,688372,苏民投君信(上海)产业升级与科技创新股权投资合伙企业(有限合伙),5.28%
伟测科技,688372,南京金浦新潮创业投资合伙企业(有限合伙),3.54%
伟测科技,688372,中小企业发展基金(深圳南山有限合伙),3.48%
伟测科技,688372,上海芯伟半导体合伙企业(有限合伙),2.58%
伟测科技,688372,江苏新潮创新投资集团有限公司,2.57%
伟测科技,688372,平安证券-兴业银行-平安证券伟测科技员工参与科创板战略配售集合资产管理计划,2.50%
唯捷创芯,688153,Gaintech Co.Limited,24.74%
唯捷创芯,688153,荣秀丽,13.02%
唯捷创芯,688153,深圳市贵人资本投资有限公司,7.61%
唯捷创芯,688153,北京语越投资管理中心(有限合伙),7.46%
唯捷创芯,688153,天津语捷科技合伙企业(有限合伙),6.17%
唯捷创芯,688153,哈勃科技创业投资有限公司,3.14%
唯捷创芯,688153,孙亦军,3.00%
唯捷创芯,688153,OPPO广东移动通信有限公司,2.98%
唯捷创芯,688153,维沃移动通信有限公司,2.29%
唯捷创芯,688153,天津语尚科技合伙企业(有限合伙),2.27%
美芯晟,688458,Leavision Incorporated,15.90%
美芯晟,688458,WI Harper Fund VII Hong Kong Limited,8.35%
美芯晟,688458,珠海横琴博瑞芯投资合伙企业(有限合伙),5.37%
美芯晟,688458,程才生,4.84%
美芯晟,688458,杭州紫尘投资合伙企业(有限合伙),4.44%
美芯晟,688458,深圳哈勃科技投资合伙企业(有限合伙),4.41%
美芯晟,688458,Auspice Bright Incorporated,3.47%
美芯晟,688458,珠海横琴博晟芯投资合伙企业(有限合伙),2.45%
美芯晟,688458,江苏疌泉元禾璞华股权投资合伙企业(有限合伙),2.30%
美芯晟,688458,鄂尔多斯市金利投资有限责任公司,2.18%
芯海科技,688595,卢国建,28.13%
芯海科技,688595,深圳市海联智合咨询顾问合伙企业(有限合伙),16.26%
芯海科技,688595,彬元资本有限公司-赫里福德基金-彬元大中华基金-RQFII,2.78%
芯海科技,688595,深圳市远致创业投资有限公司,2.71%
芯海科技,688595,苏州方广二期创业投资合伙企业(有限合伙),2.68%
芯海科技,688595,中国人民财产保险股份有限公司-传统-收益组合,1.61%
芯海科技,688595,中信证券-杭州银行-中信证券芯海科技员工参与科创板战略配售集合资产管理计划,1.55%
芯海科技,688595,中国人民人寿保险股份有限公司-分红-个险分红,1.48%
芯海科技,688595,彬元资本有限公司-美世投资基金1,0.96%
芯海科技,688595,珠海紫荆泓鑫投资管理有限公司-深圳力合泓鑫创业投资合伙企业(有限合伙),0.84%
安路科技,688107,华大半导体有限公司,29.17%
安路科技,688107,上海安芯企业管理合伙企业(有限合伙),20.81%
安路科技,688107,国家集成电路产业投资基金股份有限公司,8.78%
安路科技,688107,深圳市信科基金管理合伙企业(有限合伙)-深圳思齐资本信息技术私募创业投资基金企业(有限合伙),7.34%
安路科技,688107,深圳思齐资本信息技术私募创业投资基金企业(有限合伙),6.79%
安路科技,688107,上海科技创业投资有限公司,5.06%
圣邦股份,300661,重庆鸿顺祥泰企业管理有限公司,19.39%
圣邦股份,300661,重庆宝利弘雅企业管理有限公司,8.37%
圣邦股份,300661,林林,5.21%
圣邦股份,300661,弘威国际发展有限公司,4.75%
圣邦股份,300661,香港中央结算有限公司,4.67%
圣邦股份,300661,中国工商银行股份有限公司-诺安成长混合型证券投资基金,3.65%
圣邦股份,300661,招商银行股份有限公司-银河创新成长混合型证券投资基金,2.62%
圣邦股份,300661,中国建设银行股份有限公司-广发科技先锋混合型证券投资基金,2.01%
圣邦股份,300661,中国民生银行股份有限公司-广发行业严选三年持有期混合型证券投资基金,1.86%
圣邦股份,300661,上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF),1.58%
龙芯中科,688047,北京天童芯源科技有限公司,21.54%
龙芯中科,688047,北京中科算源资产管理有限公司,19.32%
龙芯中科,688047,西藏林芝鼎孚资本管理有限公司-宁波中科百孚股权投资合伙企业(有限合伙),12.88%
龙芯中科,688047,利河伯资本管理(横琴)有限公司-横琴利禾博股权投资基金(有限合伙),9.02%
龙芯中科,688047,北京工业发展投资管理有限公司,6.44%
纳芯微,688052,王升杨,10.95%
纳芯微,688052,盛云,10.20%
纳芯微,688052,苏州国润瑞祺创业投资企业(有限合伙),5.78%
睿创微纳,688002,马宏,15.29%
睿创微纳,688002,李维诚,10.48%
睿创微纳,688002,梁军,3.69%
睿创微纳,688002,方新强,3.09%
睿创微纳,688002,深圳市创新投资集团有限公司,2.53%
睿创微纳,688002,香港中央结算有限公司,1.79%
睿创微纳,688002,宁波银行股份有限公司-景顺长城成长龙头一年持有期混合型证券投资基金,1.59%
睿创微纳,688002,张炜,1.54%
睿创微纳,688002,景顺长城基金-中国人寿保险股份有限公司-分红险-景顺长城基金国寿股份成长股票型组合单一资产管理计划(可供出售),1.27%
睿创微纳,688002,国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,1.12%
晶升股份,688478,李辉,15.88%
晶升股份,688478,厦门市鑫鼎国瑞资产管理有限公司-鑫瑞集诚(厦门)创业投资合伙企业(有限合伙),12.30%
晶升股份,688478,南京明春科技有限公司,11.34%
晶升股份,688478,卢祖飞,6.51%
晶升股份,688478,南京盛源企业管理合伙企业(有限合伙),4.76%
晶升股份,688478,南京海格半导体科技有限公司,4.63%
晶升股份,688478,胡育琛,2.71%
晶升股份,688478,苏州聚源铸芯创业投资合伙企业(有限合伙),2.42%
晶升股份,688478,蔡锦坤,2.24%
晶升股份,688478,王华龙,2.17%
瑞芯微,603893,励民,37.74%
瑞芯微,603893,黄旭,15.94%
瑞芯微,603893,厦门市润科欣投资管理合伙企业(有限合伙),6.76%
钜泉科技,688391,钜泉科技(香港)有限公司,16.68%
钜泉科技,688391,东陞投资有限公司,10.30%
钜泉科技,688391,高华投资有限公司,8.75%
钜泉科技,688391,炬力集成电路设计有限公司,6.56%
钜泉科技,688391,中芯聚源股权投资管理(上海)有限公司-上海聚源聚芯集成电路产业股权投资基金中心(有限合伙),4.90%
钜泉科技,688391,李云清,3.28%
钜泉科技,688391,万骏实业有限公司,2.19%
钜泉科技,688391,罗盛祯,1.97%
钜泉科技,688391,国金证券-中国银行-国金证券钜泉光电员工参与科创板战略配售集合资产管理计划,1.95%
钜泉科技,688391,融银创业投资有限责任公司,1.87%
思瑞浦,688536,上海华芯创业投资企业,18.40%
思瑞浦,688536,ZHIXU ZHOU,8.31%
思瑞浦,688536,苏州金樱创业投资合伙企业(有限合伙),8.25%
思瑞浦,688536,FENG YING,7.84%
思瑞浦,688536,招商银行股份有限公司-银河创新成长混合型证券投资基金,4.84%
思瑞浦,688536,哈勃科技创业投资有限公司,4.83%
思瑞浦,688536,苏州安固创业投资有限公司,4.15%
思瑞浦,688536,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,3.06%
思瑞浦,688536,嘉兴棣萼芯泽企业管理合伙企业(有限合伙),2.91%
思瑞浦,688536,交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF),2.50%
华海清科,688120,清控创业投资有限公司,28.19%
华海清科,688120,清津厚德(天津)科技合伙企业(有限合伙),6.95%
华海清科,688120,路新春,5.95%
韦尔股份,603501,虞仁荣,30.27%
韦尔股份,603501,香港中央结算有限公司,8.99%
韦尔股份,603501,绍兴市韦豪股权投资基金合伙企业(有限合伙),8.37%
韦尔股份,603501,青岛融通民和投资中心(有限合伙),2.65%
韦尔股份,603501,中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金,1.42%
韦尔股份,603501,中国工商银行股份有限公司-诺安成长混合型证券投资基金,1.07%
韦尔股份,603501,宁波市虞仁荣教育基金会,1.05%
韦尔股份,603501,元禾璞华同芯(苏州)投资管理有限公司-合肥元禾华创中合股权投资合伙企业(有限合伙),1.02%
韦尔股份,603501,上海唐芯企业管理合伙企业(有限合伙),1.00%
韦尔股份,603501,"Seagull Strategic Investments (A3),LLC",0.97%
普冉股份,688766,王楠,18.73%
普冉股份,688766,上海志颀企业管理咨询合伙企业(有限合伙),18.36%
普冉股份,688766,李兆桂,4.86%
普冉股份,688766,何雪萍,3.12%
普冉股份,688766,上海张江火炬创业投资有限公司,2.95%
普冉股份,688766,深圳南山创维信息技术产业创业投资基金(有限合伙),2.46%
普冉股份,688766,杭州东翰派富投资管理有限公司-杭州翰富智维知识产权运营投资合伙企业(有限合伙),2.38%
普冉股份,688766,深圳同创伟业资产管理股份有限公司-深圳南海成长同赢股权投资基金(有限合伙),2.36%
普冉股份,688766,招商银行股份有限公司-兴全合润混合型证券投资基金,2.11%
普冉股份,688766,顾华,1.77%
华润微,688396,华润集团(微电子)有限公司,66.58%
华润微,688396,国家集成电路产业投资基金股份有限公司,4.92%
华润微,688396,重庆西永微电子产业园区开发有限公司,2.37%
华润微,688396,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,2.23%
华润微,688396,香港中央结算有限公司,1.30%
华润微,688396,中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金,0.82%
华润微,688396,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,0.80%
华润微,688396,王开斌,0.76%
