公司名称,公司代码,股东名称,持股比例
昊华能源,601101,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.37%
昊华能源,601101,宋健,0.30%
昊华能源,601101,国泰君安证券股份有限公司-富国中证煤炭指数型证券投资基金,0.22%
大有能源,600403,义马煤业集团股份有限公司,61.81%
大有能源,600403,义马煤业集团青海义海能源有限责任公司,22.69%
大有能源,600403,中信证券-中国华融资产管理股份有限公司-中信证券-云帆单一资产管理计划,0.64%
大有能源,600403,中广有线信息网络有限公司,0.53%
大有能源,600403,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,0.41%
大有能源,600403,徐小蓉,0.21%
大有能源,600403,张红祥,0.19%
大有能源,600403,陈杰,0.19%
大有能源,600403,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.19%
大有能源,600403,中信证券股份有限公司,0.12%
晋控煤业,601001,晋能控股煤业集团有限公司,57.46%
晋控煤业,601001,招商银行股份有限公司-睿远成长价值混合型证券投资基金,3.16%
晋控煤业,601001,香港中央结算有限公司,2.64%
晋控煤业,601001,河北港口集团有限公司,1.59%
晋控煤业,601001,中国工商银行股份有限公司-招商安盈保本混合型证券投资基金,0.63%
晋控煤业,601001,招商银行股份有限公司-易方达高质量严选三年持有期混合型证券投资基金,0.52%
晋控煤业,601001,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.45%
晋控煤业,601001,九泰基金-广发银行-四川金舵投资有限责任公司,0.40%
晋控煤业,601001,长江证券股份有限公司,0.32%
晋控煤业,601001,肖志,0.31%
宝泰隆,601011,宝泰隆集团有限公司,23.28%
宝泰隆,601011,焦云,4.56%
宝泰隆,601011,刘国力,1.54%
宝泰隆,601011,焦阳洋,1.53%
宝泰隆,601011,焦岩岩,1.39%
宝泰隆,601011,中信证券股份有限公司,0.73%
宝泰隆,601011,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,0.71%
宝泰隆,601011,蒋致远,0.70%
宝泰隆,601011,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.69%
宝泰隆,601011,唐艳媛,0.55%
辽宁能源,600758,辽宁省能源产业控股集团有限责任公司,24.05%
辽宁能源,600758,深圳市祥隆投资合伙企业(有限合伙),9.61%
辽宁能源,600758,中国信达资产管理股份有限公司,7.83%
辽宁能源,600758,辽宁能源投资(集团)有限责任公司,7.35%
辽宁能源,600758,辽宁交通投资有限责任公司,5.41%
辽宁能源,600758,徐开东,1.08%
辽宁能源,600758,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,0.87%
辽宁能源,600758,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.49%
辽宁能源,600758,王继武,0.38%
辽宁能源,600758,杨子辉,0.37%
郑州煤电,600121,郑州煤炭工业(集团)有限责任公司,51.91%
盘江股份,600395,贵州盘江煤电集团有限责任公司,44.77%
盘江股份,600395,贵州省黔晟国有资产经营有限责任公司,3.93%
盘江股份,600395,贵州省贵鑫瑞和创业投资管理有限责任公司-贵州省新型工业化发展股权投资基金合伙企业(有限合伙),3.93%
盘江股份,600395,山东能源集团有限公司,3.72%
盘江股份,600395,芜湖信达降杠杆投资管理合伙企业(有限合伙),3.27%
盘江股份,600395,招商银行股份有限公司-上证红利交易型开放式指数证券投资基金,1.88%
盘江股份,600395,香港中央结算有限公司,1.32%
盘江股份,600395,中信证券股份有限公司,0.85%
盘江股份,600395,中国银行股份有限公司-招商3年封闭运作战略配售灵活配置混合型证券投资基金(LOF),0.67%
盘江股份,600395,广发证券股份有限公司,0.58%
美锦能源,000723,美锦能源集团有限公司,38.33%
安源煤业,600397,江西省能源集团有限公司,39.34%
安源煤业,600397,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.55%
安源煤业,600397,徐开东,0.72%
安源煤业,600397,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.70%
安源煤业,600397,广州泰宁养老院有限公司,0.47%
安源煤业,600397,光大证券股份有限公司,0.45%
安源煤业,600397,杨紫傲,0.39%
安源煤业,600397,国泰君安证券股份有限公司-富国中证煤炭指数型证券投资基金,0.38%
安源煤业,600397,中国国际金融股份有限公司,0.37%
安源煤业,600397,简嘉明,0.36%
云煤能源,600792,昆明钢铁控股有限公司,60.19%
云煤能源,600792,云天化集团有限责任公司,10.31%
云煤能源,600792,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.42%
云煤能源,600792,徐开东,1.35%
云煤能源,600792,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.32%
云煤能源,600792,邓祥玉,0.19%
云煤能源,600792,国泰君安证券股份有限公司-富国中证煤炭指数型证券投资基金,0.17%
云煤能源,600792,应美丽,0.17%
云煤能源,600792,董雪勇,0.17%
云煤能源,600792,王爱平,0.17%
安泰集团,600408,李安民,31.57%
安泰集团,600408,郑帮雄,1.29%
安泰集团,600408,吴绍金,0.80%
安泰集团,600408,徐开东,0.64%
安泰集团,600408,董小林,0.54%
安泰集团,600408,黎咏璋,0.49%
安泰集团,600408,闫海滨,0.44%
安泰集团,600408,郑宋娟,0.40%
安泰集团,600408,陈渤玲,0.39%
安泰集团,600408,谢建芳,0.37%
新大洲A,000571,大连和升控股集团有限公司,13.25%
新大洲A,000571,富立财富投资管理有限公司-富立澜沧江十四号私募投资基金,7.49%
新大洲A,000571,深圳市尚衡冠通投资企业(有限合伙),5.50%
新大洲A,000571,大连通运投资有限公司,3.69%
新大洲A,000571,北京京粮和升食品发展有限责任公司,2.85%
新大洲A,000571,厦门博芮东方投资管理有限公司-博芮东方价值23号私募证券投资基金,1.57%
新大洲A,000571,彭浩,1.31%
新大洲A,000571,王东俊,0.77%
新大洲A,000571,王毅,0.60%
新大洲A,000571,吉兴民,0.39%
爱美客,300896,简军,30.96%
爱美客,300896,厦门知信君行投资合伙企业(有限合伙),6.41%
爱美客,300896,石毅峰,4.85%
爱美客,300896,厦门丹瑞投资合伙企业(有限合伙),4.85%
爱美客,300896,厦门客至上投资合伙企业(有限合伙),4.28%
爱美客,300896,香港中央结算有限公司,3.82%
爱美客,300896,GANNETT PEAK LIMITED,3.26%
爱美客,300896,苑丰,3.24%
爱美客,300896,王兰柱,3.04%
爱美客,300896,简勇,2.42%
华熙生物,688363,华熙昕宇投资有限公司,58.93%
华熙生物,688363,国寿成达(上海)健康产业股权投资中心(有限合伙),7.16%
华熙生物,688363,香港中央结算有限公司,1.36%
华熙生物,688363,中国民生信托有限公司,1.21%
华熙生物,688363,天津华杰海河医疗投资合伙企业(有限合伙),1.12%
华熙生物,688363,WEST SUPREME LIMITED,1.04%
华熙生物,688363,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,0.90%
华熙生物,688363,Fortune Ace Investment Limited,0.62%
华熙生物,688363,中国银行股份有限公司-招商国证生物医药指数分级证券投资基金,0.61%
华熙生物,688363,艾睿思(天津)医疗投资合伙企业(有限合伙),0.58%
力合科创,002243,深圳清研投资控股有限公司,34.43%
力合科创,002243,深圳市通产集团有限公司,15.53%
力合科创,002243,北京嘉实元泰投资中心(有限合伙),6.96%
力合科创,002243,厦门科兴投资咨询合伙企业(有限合伙),4.73%
力合科创,002243,上海祥煦科技服务有限公司,2.41%
力合科创,002243,深圳市永卓御富资产管理有限公司-深圳市永卓恒基投资企业(有限合伙),2.35%
力合科创,002243,李永良,1.56%
力合科创,002243,嘉兴红豆股权投资有限公司,1.54%
力合科创,002243,清控创业投资有限公司,1.28%
力合科创,002243,上海谨诚企业管理中心(普通合伙),0.77%
上海家化,600315,上海家化(集团)有限公司,50.81%
上海家化,600315,上海久事(集团)有限公司,3.95%
上海家化,600315,全国社保基金一一七组合,2.22%
上海家化,600315,广发银行股份有限公司-英大国企改革主题股票型证券投资基金,1.23%
上海家化,600315,中信保诚人寿保险有限公司-传统账户,0.85%
上海家化,600315,上海惠盛实业有限公司,0.80%
上海家化,600315,招商银行股份有限公司-兴全合润混合型证券投资基金,0.78%
上海家化,600315,彭奕,0.78%
上海家化,600315,中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF),0.74%
上海家化,600315,兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金,0.74%
贝泰妮,300957,昆明诺娜科技有限公司,46.08%
贝泰妮,300957,天津红杉聚业股权投资合伙企业(有限合伙),14.58%
贝泰妮,300957,厦门臻丽咨询有限公司,6.66%
稳健医疗,300888,稳健集团有限公司,68.10%
稳健医疗,300888,北京红杉信远股权投资中心(有限合伙),4.56%
稳健医疗,300888,厦门乐源投资合伙企业(有限合伙),3.00%
稳健医疗,300888,厦门裕彤投资合伙企业(有限合伙),1.59%
稳健医疗,300888,厦门慧康投资合伙企业(有限合伙),0.96%
稳健医疗,300888,香港中央结算有限公司,0.76%
稳健医疗,300888,厦门泽鹏投资合伙企业(有限合伙),0.49%
稳健医疗,300888,全国社保基金一零一组合,0.49%
稳健医疗,300888,基本养老保险基金八零八组合,0.38%
稳健医疗,300888,郑君辉,0.27%
水羊股份,300740,湖南御家投资管理有限公司,24.62%
水羊股份,300740,长沙汀汀企业管理咨询合伙企业(有限合伙),11.43%
水羊股份,300740,戴跃锋,10.04%
水羊股份,300740,长沙御投投资管理合伙企业(有限合伙),3.68%
水羊股份,300740,刘海浪,1.30%
水羊股份,300740,长沙御投叁号企业管理咨询合伙企业(有限合伙),0.87%
水羊股份,300740,戴开波,0.67%
水羊股份,300740,王庆芳,0.62%
水羊股份,300740,国寿养老策略4号股票型养老金产品-中国工商银行股份有限公司,0.60%
水羊股份,300740,侯素梅,0.50%
百亚股份,003006,重庆复元商贸有限公司,41.20%
百亚股份,003006,重望耀暉投資有限公司,13.38%
百亚股份,003006,东方证券股份有限公司-中庚价值先锋股票型证券投资基金,3.88%
百亚股份,003006,广东温氏投资有限公司,3.00%
百亚股份,003006,克拉玛依汇元股权投资企业(有限合伙),2.93%
百亚股份,003006,克拉玛依原元股权投资企业(有限合伙),2.65%
百亚股份,003006,克拉玛依光元股权投资企业(有限合伙),2.55%
百亚股份,003006,中国农业银行股份有限公司-大成景阳领先混合型证券投资基金,2.01%
百亚股份,003006,上海铭耀股权投资管理有限公司-上海铭耀资产管理合伙企业(有限合伙),1.99%
百亚股份,003006,宁波通鹏信创业投资合伙企业(有限合伙),1.38%
中顺洁柔,002511,广东中顺纸业集团有限公司,28.22%
中顺洁柔,002511,中顺公司,19.94%
中顺洁柔,002511,香港中央结算有限公司,4.23%
中顺洁柔,002511,安耐德合伙人有限公司-客户资金,0.92%
中顺洁柔,002511,岳勇,0.81%
中顺洁柔,002511,邓颖忠,0.51%
中顺洁柔,002511,国华人寿保险股份有限公司-兴益传统2号,0.47%
中顺洁柔,002511,中山市新达投资管理有限公司,0.46%
中顺洁柔,002511,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,0.35%
中顺洁柔,002511,中国工商银行股份有限公司-中证主要消费交易型开放式指数证券投资基金,0.29%
两面针,600249,广西柳州市产业投资发展集团有限公司,33.34%
两面针,600249,柳州市经发投资有限责任公司,5.99%
两面针,600249,施梁,0.85%
两面针,600249,李毅,0.59%
两面针,600249,柳州市元宏投资发展有限公司,0.55%
两面针,600249,中国国际金融股份有限公司,0.46%
两面针,600249,刘文华,0.44%
两面针,600249,李斌,0.42%
两面针,600249,吴志震,0.41%
两面针,600249,王雪章,0.36%
依依股份,001206,高福忠,31.00%
依依股份,001206,卢俊美,12.06%
依依股份,001206,高健,6.03%
依依股份,001206,高斌,3.02%
依依股份,001206,上海乔贝投资管理合伙企业(有限合伙)-诸暨乔贝昭益创业投资合伙企业(有限合伙),2.23%
依依股份,001206,菏泽乔贝盛泰投资管理合伙企业(有限合伙),2.15%
依依股份,001206,深圳市架桥富凯投资有限公司-横琴架桥创新三号股权投资基金(有限合伙),1.94%
依依股份,001206,卢俊江,1.81%
依依股份,001206,杨丙发,1.81%
依依股份,001206,深圳光点资本股权投资管理合伙企业(有限合伙)-深圳印纪光大文化产业股权投资基金合伙企业(有限合伙),1.33%
C敷尔佳,301371,张立国,84.41%
C敷尔佳,301371,哈尔滨三联药业股份有限公司,4.50%
C敷尔佳,301371,中信证券股份有限公司,0.14%
C敷尔佳,301371,郝庆祝,0.13%
C敷尔佳,301371,肖丽,0.13%
C敷尔佳,301371,王巍,0.12%
C敷尔佳,301371,朱洪波,0.11%
C敷尔佳,301371,孙娜,0.09%
